"Measuring program","Site name","Station number","Station name","Latitude","Longitude","Sampling location","Sample date","Sample time","Sample depth","Sample final depth","Sample number","Sample Matrix","Sample Type","Sample Collection","Laboratory","QC Sample (Y/N)","Lab QAQC Batch ID","Analysis method name","Analysis method code","Reporting Detection Limit (RDL)","RDL Unit","Parameter type group","Parameter type name","Parameter sign","Parameter value","Parameter unit symbol","Parameter value and sign","Parameter unit name","Lab Qualifier 1","Lab Qualifier 2","Lab Qualifier 3","Lab Qualifier 4","Sampling comment","Sample remark","Parameter remark","Parameter standard remark","Last modified date and time"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.02","mg/L","Minor Elements","Iron Dissolved","","0.02","mg/l","0.02","milligram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.005","mg/L","Major Ions","Potassium Dissolved/Filtered","","1.06","mg/l","1.06","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.0005","mg/L","Major Ions","Magnesium Dissolved","","2.08","mg/l","2.08","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.002","mg/L","Major Ions","Sodium Dissolved/Filtered","","2.45","mg/l","2.45","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Ammonia by manual indophenol blue method","288","0.002","mg/L","Nutrients","Ammonia Dissolved","","0.016","mg/l","0.016","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total nitrogen (unfiltered) in water is determined by alkaline persulfate digestion and (3438)","3438","0.007","mg/L","Nutrients","Nitrogen Total","","0.35","mg/l","0.35","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total dissolved nitrogen (filtered) in water is determined by alkaline persulfate digestion (3435)","3435","0.007","mg/L","Nutrients","Nitrogen Dissolved","","0.32","mg/l","0.32","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total unfiltered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determine","3627","0.001","mg/L","Nutrients","Phosphorus Total","","0.0300","mg/l","0.0300","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total filtered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determined ","3626","0.001","mg/L","Nutrients","Phosphorus Total Dissolved","","0.0120","mg/l","0.0120","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Analysis of anions and cations by suppressed ion chromatography","2912","0.05","mg/L","Major Ions","Sulphate Dissolved","","7.62","mg/l","7.62","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Turbidity by nephelometric method using a Hach turbidimeter (NTU units)","47","","NTU","Routine","Turbidity","","0.87","NTU","0.87","nephlometric turbidity unit","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculation of total Kjeldahl nitrogen","2185","0.007","mg/L","Nutrients","Nitrogen Kjeldahl Total","","0.340","mg/l","0.340","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-12 11:26:14"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculated Value (135)","135","2.5","mg/L","Major Ions","Bicarbonate (Calcd.)","","26.0","mg/l","26.0","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total alkalinity by potentiometric titration (363)","363","2","mg/L","Major Ions","Alkalinity Total CaCO3","","21.3","mg/l","21.3","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","NAMUR LAKE","AB07DA1890","NAMUR LAKE","57.44440000","-112.62110000","Centre","2002-10-01","12:00:00","","","02SWE03130","","SINGLE EUPHOTIC COMPOSITE","WEIGHTED SAMPLING TUBE WITH ONE WAY VALVE.","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Gravimetric method","404","0.04","mg/L","Routine","Total Dissolved Solids (Filterable Residue)","","23","mg/l","23","milligram per litre","","","","","","","Fieldsheet is not legible.  Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-11 16:50:10"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Estimated percent of cloud cover","2234","","%","Field Observations","Cloud Cover","","90.0000","%","90.0000","percentage","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","True and apparent colour are determined using platinum-cobalt colourimetric method.","3535","1","rel units","Routine","Colour True","","164","---","164","scalar","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","pH - electrometric method","389","","pH units","Routine","pH","","6.87","---","6.87","scalar","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Specific conductance using a conductivity meter with platinum electrodes","32","0.3","uS/cm","Routine","Specific Conductance","","60.4","µS/cm","60.4","microsiemens per centimeter","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Air temperature reported as degrees C.","2182","","deg C","Field Observations","Temperature (Air)","","5.0","°C","5.0","degree Celsius","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Nonfilterable residue by gravimetric method","396","0.05","mg/L","Routine","Residue Nonfilterable","","7.00","mg/l","7.00","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Gran Titration","483","0.3","mg/L","Major Ions","Alkalinity Gran CaCO3","","14.1","mg/l","14.1","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.003","mg/L","Major Ions","Calcium Dissolved","","6.51","mg/l","6.51","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Fluorometry with ethanol extraction","484","0.02","ug/L","Biological","Chlorophyll A","","2.6","µg/l","2.6","microgram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-12 11:26:14"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Analysis of anions and cations by suppressed ion chromatography","2912","0.03","mg/L","Major Ions","Chloride Dissolved","","0.190","mg/l","0.190","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculated value (pH)","137","2.5","mg/L","Major Ions","Carbonate (calcd.)","","2.50","mg/l","2.50","milligram per litre","L: Off-scale high. Actual value is known to be greater than value given","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Carbon in water is determined by auto infrared analyzer.","3142","0.1","mg/L","Carbon","Carbon Dissolved Inorganic","","2.8","mg/l","2.8","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Carbon in water is determined by auto infrared analyzer.","3142","0.1","mg/L","Carbon","Carbon Dissolved Organic","","19.7","mg/l","19.7","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Depth of water at time of sampling","2176","","m","Field Observations","Water depth","","2.40","m","2.40","meter","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.02","mg/L","Minor Elements","Iron Dissolved","","0.86","mg/l","0.86","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.005","mg/L","Major Ions","Potassium Dissolved/Filtered","","0.56","mg/l","0.56","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.0005","mg/L","Major Ions","Magnesium Dissolved","","2.12","mg/l","2.12","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Atomic absorption spectrometry","482","0.002","mg/L","Major Ions","Sodium Dissolved/Filtered","","2.80","mg/l","2.80","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Ammonia by manual indophenol blue method","288","0.002","mg/L","Nutrients","Ammonia Dissolved","","0.055","mg/l","0.055","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total nitrogen (unfiltered) in water is determined by alkaline persulfate digestion and (3438)","3438","0.007","mg/L","Nutrients","Nitrogen Total","","0.87","mg/l","0.87","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total dissolved nitrogen (filtered) in water is determined by alkaline persulfate digestion (3435)","3435","0.007","mg/L","Nutrients","Nitrogen Dissolved","","0.81","mg/l","0.81","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total unfiltered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determine","3627","0.001","mg/L","Nutrients","Phosphorus Total","","0.0900","mg/l","0.0900","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total filtered phosphorous using persulfate oxidation, ascorbic acid, molybdenum blue is determined ","3626","0.001","mg/L","Nutrients","Phosphorus Total Dissolved","","0.0590","mg/l","0.0590","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Analysis of anions and cations by suppressed ion chromatography","2912","0.05","mg/L","Major Ions","Sulphate Dissolved","","9.64","mg/l","9.64","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Turbidity by nephelometric method using a Hach turbidimeter (NTU units)","47","","NTU","Routine","Turbidity","","3.60","NTU","3.60","nephlometric turbidity unit","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculation of total Kjeldahl nitrogen","2185","0.007","mg/L","Nutrients","Nitrogen Kjeldahl Total","","0.810","mg/l","0.810","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-12 11:26:14"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","FIELD","N","","Secchi disk","51","","m","Routine","Secchi Depth","","1.20","m","1.20","meter","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2024-08-01 10:56:51"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Calculated Value (135)","135","2.5","mg/L","Major Ions","Bicarbonate (Calcd.)","","18.6","mg/l","18.6","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Total alkalinity by potentiometric titration (363)","363","2","mg/L","Major Ions","Alkalinity Total CaCO3","","15.2","mg/l","15.2","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","","","02SWE03142","","DISCRETE SAMPLE (GRAB)","HAND COLLECTION -- WHETHER WATER; SEDIMENT OR BIOTA","UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY","N","","Gravimetric method","404","0.04","mg/L","Routine","Total Dissolved Solids (Filterable Residue)","","62","mg/l","62","milligram per litre","","","","","","","Metals analysis was not done, reason unknown, too late to follow up.","","2021-03-11 16:50:10"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","0.025","","02SWE04556","","DISCRETE SAMPLE (GRAB)","IN SITU RECORDING METER.","FIELD","N","","Depth measured vertically in meters from the surface of river, lake…","2214","","m","Field Observations","Depth of sampling from surface","","0.03","m","0.03","meter","","","","","","","NA","","2021-02-04 09:51:43"
"ABS098","BM3","AB07KD0160","UNNAMED LAKE L60","57.65330000","-112.61420000","Centre","2002-10-01","12:30:00","0.025","","02SWE04556","","DISCRETE SAMPLE (GRAB)","IN SITU RECORDING METER.","FIELD","N","","Photosynthetically active radiation measures photon flux density.","2747","","umol/s/m2","Field Observations","Photosynthetically active radiation","","318.9","µmol/s/m²","318.9","micromol/sec/sq m","","","","","","","NA","","2021-02-04 09:51:43"
